2,40,134.89999,61.2,0.5,0.95,0.9,0.1,0.4,0.1,7.71,13.54,13.54,7.71,13.54,13.54,8,30,30,10,0.5,,,,,,,
3,27.74159076,243.8,75,0.5,0.95,0.9,0.1,0.4,0.1,7.11,26.91,26.91,7.11,26.91,26.91,8,30,30,10,0.5,,,,,,,
4,47.88484729,312.400032,126.4000065,0.5,0.95,0.9,0.1,0.4,0.1,6.69,16.2,16.2,6.69,16.2,16.2,8,30,30,10,0.35,,,,,,,
5,38.95561,142.10001,67.1,0.5,0.95,0.9,0.1,0.4,0.1,6.17,16.63,16.63,6.17,16.63,16.63,8,20,20,10,0.1,,,,,,,
6,27.31688,150,64.5,0.5,0.95,0.9,0.1,0.4,0.1,5.66,11.4,11.4,5.66,11.4,11.4,8,20,20,4,0.1,,,,,,,
7,30.01159,150,62.7,0.5,0.95,0.9,0.1,0.4,0.1,6,13.29,13.29,6,13.29,13.29,8,30,30,4,0.3,,,,,,,
8,24.80956,147.3,69,0.5,0.95,0.9,0.1,0.4,0.1,8.06,20.91,20.91,8.06,20.91,20.91,8,20,20,3,0.1,,,,,,,
9,27.31688,150,60.7,0.5,0.95,0.9,0.1,0.4,0.1,6.17,10.71,10.71,6.17,10.71,10.71,8,20,20,6,0.1,,,,,,,
10,25,125,71,0.5,0.95,0.9,0.1,0.4,0.1,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,6,0.1,,,,,,,
11,30,150,71,0.5,0.95,0.9,0.15,0.4,0.15,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,5,0.05,,,,,,,
12,30,150,71,0.5,0.95,0.9,0.15,0.4,0.15,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,5,0.05,,,,,,,
13,30,150,71,0.5,0.95,0.9,0.15,0.4,0.15,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,5,0.05,,,,,,,
14,30,150,71,0.5,0.95,0.9,0.15,0.4,0.15,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,0.05,0.05,,,,,,,
15,40,150,71,0.5,0.95,0.9,0.15,0.4,0.15,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,6,0.05,,,,,,,
16,40,135,71,0.5,0.95,0.9,0.25,0.4,0.25,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,1,0.05,,,,,,,
17,40,150,71,0.5,0.95,0.9,0.1,0.4,0.1,6.51,14.06,14.06,6.51,14.06,14.06,8,20,20,0,0,,,,,,,
,Leaf C,Wood C,Froot C,met C,str C,CWD C,mic C,slow C,pass C,,,,,,,,,,,,,,,,,,
unit,g C/m2,g C/m2,g C/m2,g C/m2,g C/m2,g C/m2,g C/m2,g C/m2,g C/m2,,,,,,,,,,,,,,,,,,
1,384.6037,0.01,250,6.57702,209.17276,606.02551,528.664,13795.93945,4425.39648,,,,,,,,,,,,,,,,,,
2,273,0.01,2586,44.63457,433.76257,1150.76477,11.37765,311.80923,13201.81348,,,,,,,,,,,,,,,,,,
3,96.59814,0.01,220,7.12712,277.77332,776.73303,597.07849,16121.12012,5081.80176,,,,,,,,,,,,,,,,,,
4,150.26376,0.01,220,10.97797,312.54916,888.56952,405.55539,11153.25195,5041.19238,,,,,,,,,,,,,,,,,,
5,88,0.01,140,3.22937,39.44449,111.5864,168.04506,4465.47803,1386.47705,,,,,,,,,,,,,,,,,,
6,137.17143,0,263,28.57245,50.91091,0,425.64313,5694.43652,4179.92041,,,,,,,,,,,,,,,,,,
7,137.17143,0,263,28.57245,50.91091,0,425.64313,5694.43652,4179.92041,,,,,,,,,,,,,,,,,,
8,137.17143,0,263,28.57245,50.91091,0,425.64313,5694.43652,4179.92041,,,,,,,,,,,,,,,,,,
9,160,0,240,28.57245,50.91091,0,512.42474,6855.43848,5032.13721,,,,,,,,,,,,,,,,,,
10,160,0,240,28.57245,50.91091,0,512.42474,6855.43848,5032.13721,,,,,,,,,,,,,,,,,,
11,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
13,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
14,0,0,0,1.45775,4.95634,28.44085,57.77585,1325.05225,517.17194,,,,,,,,,,,,,,,,,,
15,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
17,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
IGBP:,Tkshed,xkleafcoldmax,xkleafcoldexp,xkleafdrymax,xkleafdryexp,Tkchill,Tkwarm,GDD2stdy,nd2onset,nd2grow,nd2dorm,phena,phenb,,,,,,,,,,,,,,
,K,1/year,1/year,K,K,DDK,day,day,day,??,??,phenc,,,,,,,,,,,,,,,
1,268,0.2,3,0.1,3,273.14999,268.14999,200,30,15,10,667,-0.0304,68,,,,,,,,,,,,,
2,260,0.1,3,0.1,3,260,260,200,30,15,10,667,-0.0304,0,,,,,,,,,,,,,
3,263.15,0.1,3,0.1,3,273.14999,268.14999,200,30,15,10,667,-0.0304,0,,,,,,,,,,,,,
4,268.15,0.6,3,1,3,273.14999,268.14999,200,30,15,10,667,-0.0304,0,,,,,,,,,,,,,
5,277.14999,1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
6,275.14999,0.2,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
7,275.14999,0.2,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
8,275.14999,0.2,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
9,278.14999,0.3,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
10,278.14999,0.3,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
11,277.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
12,277.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
13,277.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
14,277.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
15,277.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
16,277.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
17,283.14999,0.1,3,0.1,3,273.14999,268.14999,100,30,15,10,638,-0.01,68,,,,,,,,,,,,,
,N/Cleafmi,N/Cleafmx,N/Cwdmin,N/Cwdmax,N/Cfrtmin,N/Cfrtmax,xNminloss,xNleach,nfixrate,,,,,,,,,,,,,,,,,,
,g N/g C,g N/g C,g N/g C,g N/g C,g N/g C,g N/g C,fraction,1/year,gn/m2/yr,,,,,,,,,,,,,,,,,,
1,0.014285714,0.021849379,0.002099958,0.002099958,0.008333333,0.008333333,0.05,0.05,0.08,,,,,,,,,,,,,,,,,,
2,0.025,0.035,0.003706449,0.003706449,0.008895479,0.008895479,0.05,0.05,2.6,,,,,,,,,,,,,,,,,,
3,0.01802348,0.043256351,0.002050861,0.002050861,0.008333333,0.008333333,0.05,0.05,0.21,,,,,,,,,,,,,,,,,,
4,0.020883433,0.020883433,0.003201024,0.003201024,0.008333333,0.008333333,0.05,0.05,1.64,,,,,,,,,,,,,,,,,,
5,0.014285714,0.030804292,0.003518649,0.003518649,0.008333333,0.008333333,0.05,0.05,0.37,,,,,,,,,,,,,,,,,,
6,0.018303701,0.043928882,0.003333333,0.003333333,0.008333333,0.008333333,0.05,0.05,0.95,,,,,,,,,,,,,,,,,,
7,0.033320461,0.033320461,0.006666667,0.006666667,0.015948963,0.015948963,0.05,0.05,0.95,,,,,,,,,,,,,,,,,,
8,0.020153521,0.048368452,0.003394433,0.003394433,0.008333333,0.008333333,0.05,0.05,0.95,,,,,,,,,,,,,,,,,,
9,0.018303701,0.043928882,0.003333333,0.003333333,0.008333333,0.008333333,0.05,0.05,4,,,,,,,,,,,,,,,,,,
10,0.02,0.048,0.004,0.0096,0.008333333,0.008333333,0.05,0.05,4,,,,,,,,,,,,,,,,,,
11,0.01667,0.04,0.00333,0.008,0.00704,0.0169,0.05,0.05,0,,,,,,,,,,,,,,,,,,
12,0.01667,0.04,0.00333,0.008,0.00704,0.0169,0.05,0.05,0,,,,,,,,,,,,,,,,,,
13,0.01667,0.04,0.00333,0.008,0.00704,0.0169,0.05,0.05,0,,,,,,,,,,,,,,,,,,
14,0.01667,0.04,0.00333,0.008,0.00704,0.0169,0.05,0.05,0.35,,,,,,,,,,,,,,,,,,
15,0.0125,0.03,0.00333,0.008,0.00704,0.0169,0.05,0.05,0,,,,,,,,,,,,,,,,,,
16,0.0125,0.03,0.0037,0.00889,0.00704,0.0169,0.05,0.05,0,,,,,,,,,,,,,,,,,,
17,0.0125,0.03,0.00333,0.008,0.00704,0.0169,0.05,0.05,0,,,,,,,,,,,,,,,,,,
,Nleaf,Nwood,Nfrt,N met,N Str,Ncwd,N mic,N slow,N Pass,N Nmin,,,,,,,,,,,,,,,,,
vegtype,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN/m2,gN /m2,,,,,,,,,,,,,,,,,
1,7.54125,31.46159,6.09756,0.06448,1.39449,2.4241,52.8664,919.72931,295.02643,1000,,,,,,,,,,,,,,,,,
2,9.9,102,38,0.74391,2.89175,8.52418,1.13777,20.78728,880.12085,1000,,,,,,,,,,,,,,,,,
3,1.60997,22.73361,5.36585,0.05939,1.85182,3.10693,59.70785,1074.74133,338.78677,1000,,,,,,,,,,,,,,,,,
4,3.75659,80.24989,5.36585,0.13722,2.08366,6.582,40.55554,743.55017,336.0795,1000,,,,,,,,,,,,,,,,,
5,2.93333,2.75556,3.41463,0.05382,0.26296,0.82657,16.80451,297.69852,92.4318,1000,,,,,,,,,,,,,,,,,
6,4.57238,0,6.41463,0.47621,0.33941,0,42.56431,379.62912,278.66135,1000,,,,,,,,,,,,,,,,,
7,4.57238,0,6.41463,0.47621,0.33941,0,42.56431,379.62912,278.66135,1000,,,,,,,,,,,,,,,,,
8,4.57238,0,6.41463,0.47621,0.33941,0,42.56431,379.62912,278.66135,1000,,,,,,,,,,,,,,,,,
9,5.33333,0,5.85366,0.47621,0.33941,0,51.24247,457.02921,335.4758,1000,,,,,,,,,,,,,,,,,
10,5.33333,0,5.85366,0.47621,0.33941,0,51.24247,457.02921,335.4758,1000,,,,,,,,,,,,,,,,,
11,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,
13,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,
14,0.5,0.12593,1.53659,0.01822,0.03304,0.21067,5.77758,88.33681,34.47813,1000,,,,,,,,,,,,,,,,,
15,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,
16,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,
17,0,0,0,0,0,0,0,0,0,1000,,,,,,,,,,,,,,,,,
,N/Pleafmin,N/Pleafmx,N/Pwdmin,N/Pwdmax,N/Pfrtmin,N/Pfrtmax,fpptoL(leaf),fpptoL(wd),fpptoL(frt),,,,,,,,,,,,,,,,,,
,gN/gP,gN/gP,gN/gP,gN/gP,gN/gP,gN/gP,fraction,fraction,fraction,,,,,,,,,,,,,,,,,,
1,10.92308,12.07288,20.30167,22.43869,20.29341,22.42955,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
2,15.95339,17.6327,15.89425,17.56733,15.87155,17.54224,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
3,9.25484,10.22903,17.48344,19.3238,17.39767,19.229,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
4,12.73848,14.07938,19.08018,21.08862,19.0601,21.06643,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
5,12.07217,13.34292,22.46036,24.8246,22.49363,24.86138,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
6,13.51473,14.93733,15,15,15.63498,17.28077,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
7,14.05,15.52895,15,15,16.08255,17.77545,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
8,12.578,13.902,15.96,17.64,14.49241,16.01793,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
9,15.12262,16.71447,20.52,20.52,22.69109,25.07962,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
10,10,10,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
11,13,13,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
12,10,10,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
13,10,10,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
14,16.2336,17.9424,17.5275,19.3725,22.13268,24.46244,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
15,10,10,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
16,10,10,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
17,10,10,15,15,15,15,0.5,0.95,0.9,,,,,,,,,,,,,,,,,,
,xkmlabp,xpsorbmax,xfpleach,kplab,xkpsorb,kpocc,N:Psoil,,,,,,,,,,,,,,,,,,,,
soilorder,gP/m2,gP/m2,no,dimen,1/year,1/year,1/year,mic,slow,pass,,,,,,,,,,,,,,,,,
1,74.5408,439.46057,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
2,68.1584,937.17798,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
3,77.952,915.3808,0.0005,2.5,8,8,0.00137,0.00001,0.00003,,,,,,,,,,,,,,,,,,
4,64.41918,600.88434,0.0005,2.5,8,8,0.00137,0.00001,0.00003,,,,,,,,,,,,,,,,,,
5,64.41918,446.90811,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
6,70.5856,160.58224,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
7,64.5888,249.53581,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
8,54.1692,461.30975,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
9,9.7704,43.63956,0.0005,2.5,8,8,0.00137,0.00003,0.00003,,,,,,,,,,,,,,,,,,
10,28.29,175.49261,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
11,63.963,227.50909,0.0005,2.5,8,8,0.00137,0.00003,0.00003,,,,,,,,,,,,,,,,,,
12,32.402,377.26175,0.0005,2.5,8,8,0.00137,0.00002,0.00003,,,,,,,,,,,,,,,,,,
Pleaf,Pwood,Pfroot,Pmet,Pstr,Pcwd,Pmic,Pslow,Ppass,Plab,Psorb,Pocc,,,,,,,,,,,,,,,,
vegtype,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,gP/m2,,,,,,,,,,,,,,,
1,0.19165,0.95398,0.07666,0.00438,0.06972,0.101,6.87263,119.56481,38.35344,26.737,126.73,138.571,,,,,,,,,,,,,,,
2,0.415,5.88,1.95,0.02976,0.14459,0.19179,0.14791,2.70235,114.41571,19.947,92.263,120.374,,,,,,,,,,,,,,,
3,0.11599,0.64438,0.08055,0.00475,0.09259,0.12946,7.76202,139.71637,44.04228,29.107,134.63901,138.22,,,,,,,,,,,,,,,
4,0.13545,2.42478,0.1411,0.00732,0.10418,0.14809,5.27222,96.66152,43.69033,30.509,132.01199,148.08299,,,,,,,,,,,,,,,
5,0.02282,0,0.03708,0.00215,0.01315,0.0186,2.18459,38.70081,12.01613,23.206,173.47,114.496,,,,,,,,,,,,,,,
6,0.15125,0,0.15125,0.01905,0.01697,0.1,5.53336,49.35178,36.22598,25.538,186.207,145.16299,,,,,,,,,,,,,,,
7,0.15125,0,0.15125,0.01905,0.01697,0.1,5.53336,49.35178,36.22598,25.538,186.207,145.16299,,,,,,,,,,,,,,,
8,0.15125,0,0.15125,0.01905,0.01697,0.1,5.53336,49.35178,36.22598,25.538,186.207,145.16299,,,,,,,,,,,,,,,
9,0.15125,0,0.15125,0.01905,0.01697,0.1,6.66152,59.4138,43.61185,27.729,155.51801,158.884,,,,,,,,,,,,,,,
10,0.15125,0,0.15125,0.01905,0.01697,0.1,6.66152,59.4138,43.61185,27.729,155.51801,158.884,,,,,,,,,,,,,,,
11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
14,0.007,0,0.00875,0.00097,0.00165,0.1,0.75109,11.48379,4.48216,21.038,255.78999,108.897,,,,,,,,,,,,,,,
15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
17,0,0,0,0,0,0,0,0,0,0.103,1.176,0.688,,,,,,,,,,,,,,,
,xnpmax,q01soil,xkoplitter,xkoptsoil,prodptase,cosnpup,maxfineL,maxcwd,nintercept,"nslope(only this will be optimized, not the intercept)",,,,,,,,,,,,,,,,,
vegtype,unitless,unitless,unitless,unitless,??,gN/gP,gC/m2,gC/m2,micromol/m2/s,micromol/m2/s/(gN/m2),,,,,,,,,,,,,,,,,
1,1.51086,1.85,1.0,1.0,0.5,40,1524,1795,6.32,5.439102211,,,,,,,,,,,,,,,,,
2,1.27916,1.85,1.0,1.0,0.2,25,384,613,4.19,14.97784995,,,,,,,,,,,,,,,,,
3,1.59108,1.85,1.0,1.0,0.5,40,1527,1918,6.32,41.19765503,,,,,,,,,,,,,,,,,
4,1.18607,1.85,1.0,1.0,0.5,40,887,1164,5.73,46.5176652,,,,,,,,,,,,,,,,,
5,1.35808,1.85,1.0,1.0,0.5,40,157,107,14.71,33.93960517,,,,,,,,,,,,,,,,,
6,1.45622,1.85,1.0,1.0,0.5,40,361,420,6.42,45.56635616,,,,,,,,,,,,,,,,,
7,1.45622,1.85,1.0,1.0,0.5,40,225,228,6.42,10.94216798,,,,,,,,,,,,,,,,,
8,1.45622,1.85,1.0,1.0,0.5,40,913,573,14.71,49.94216798,,,,,,,,,,,,,,,,,
9,1.21038,1.85,1.0,1.0,0.5,40,660,811,4.71,21.78,,,,,,,,,,,,,,,,,
10,1.21038,1.85,1.0,1.0,0.5,40,100,100,14.71,23.15,,,,,,,,,,,,,,,,,
11,1.45622,1.85,0.4,1,0.5,40,100,100,14.71,23.15,,,,,,,,,,,,,,,,,
12,1.36599,1.85,0.4,0.65,4,40,100,100,7,10,,,,,,,,,,,,,,,,,
13,1.21038,1.85,0.4,0.5,0.5,40,100,100,14.71,23.15,,,,,,,,,,,,,,,,,
14,1,1.85,2,2,0.5,40,83,23,14.71,23.15,,,,,,,,,,,,,,,,,
15,1.39965,1.85,0.4,0.5,0.5,40,100,100,12.80014,20.14434,,,,,,,,,,,,,,,,,
16,1,1.85,0.4,1,0.5,40,100,100,14.71,23.15,,,,,,,,,,,,,,,,,
17,1,1.85,0.4,1,0.5,40,100,100,14.71,23.15,,,,,,,,,,,,,,,,,
,la_to_sa,disturbance_interval,vcmax_walker_scalar,
vegtype,unitless,years,unitless,unitless,unitless,unitless,
1,5000, 100, 0.92,
2,5000, 100, 1.10,
3,5000, 100, 0.92,
4,5000, 100, 0.92,
5,5000, 100, 1.25,
6,5000, 100, 1.25,
7,5000, 100, 1.25,
8,5000, 100, 1.25,
9,5000, 100, 1.0,
10,5000, 100, 1.0,
11,5000, 100, 1.0,
12,5000, 100, 1.0,
13,5000, 100, 1.0,
14,5000, 100, 1.0,
15,5000, 100, 1.0,
16,5000, 100, 1.0,
17,5000, 100, 1.0,
DAMM_EnzPool, DAMM_KMO2,DAMM_KMcp, DAMM_Ea, DAMM_alpha ,
vegtype,unitless,unitless,unitless,unitless,kJ/mol,unitless,
1,10.0, 0.01, 0.1, 62, 10.6,
2, 10.0, 0.01, 0.1, 62, 10.4,
3, 10.0, 0.01, 0.1, 62, 10.6,
4, 10.0, 0.01, 0.1, 62, 10.6,
5, 10.0, 0.01, 0.1, 62, 10.6,
6, 10.0, 0.01, 0.1, 62, 10.6,
7, 10.0, 0.01, 0.1, 62, 10.6,
8, 10.0, 0.01, 0.1, 62, 10.6,
9, 10.0, 0.01, 0.1, 62, 10.6,
10,10.0, 0.01, 0.1, 62, 10.6,
11,10.0, 0.01, 0.1, 62, 10.6,
12,10.0, 0.01, 0.1, 62, 10.6,
